clientId,packetId,length,direction,iat,entropy,timestamp,clientProtocolVersion,label
05bf52c6-7bb0-4f13-8951-0e1fd803df35,2,1143,OUTGOING,284732742500,0.0186020939500814,1753691581310,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,3,0,INCOMING,50160000,0.0227040751909395,1753691581359,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,2,24,INCOMING,12798209,0.0228535832156003,1753691581370,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,0,14,INCOMING,9328208,0.0228393786501415,1753691581380,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,36,OUTGOING,42527542,0.0231519078402314,1753691581422,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,14,23,OUTGOING,8998666,0.0231838575898751,1753691581431,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,12,19,OUTGOING,9016792,0.0231930886248256,1753691581440,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,4,8,OUTGOING,9352500,0.0231868749181488,1753691581449,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,23,INCOMING,9267292,0.0232247183613061,1753691581458,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,4,8,INCOMING,9144333,0.0232120650500618,1753691581467,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,223,OUTGOING,8857208,0.0233290514123653,1753691581477,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,115,OUTGOING,9284292,0.0234160579225576,1753691581486,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,1587,OUTGOING,9305708,0.0252418067126483,1753691581495,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,93,OUTGOING,9631750,0.0275498196570143,1753691581504,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,1098,OUTGOING,8648292,0.0279393148740401,1753691581513,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,226,OUTGOING,8937000,0.0296696581668505,1753691581522,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,326,OUTGOING,8811042,0.0298676533726125,1753691581531,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,1035,OUTGOING,9348458,0.0304806716437766,1753691581540,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,950,OUTGOING,8705583,0.0312521235395748,1753691581550,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,979,OUTGOING,9490417,0.0314431995359328,1753691581559,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,397,OUTGOING,9159167,0.0316990963528835,1753691581568,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,236,OUTGOING,9377541,0.0315599311951813,1753691581577,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,183,OUTGOING,9218792,0.0316177872916806,1753691581586,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,148,OUTGOING,8785208,0.031656270091904,1753691581595,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,232,OUTGOING,8678667,0.0316484772279916,1753691581604,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,80,OUTGOING,8730000,0.0317999303956308,1753691581612,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,76,OUTGOING,8496833,0.0317923567856626,1753691581621,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,77,OUTGOING,9046917,0.0321275896420026,1753691581630,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,7,76,OUTGOING,8723042,0.032125023121448,1753691581638,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,13,24414,OUTGOING,10233083,0.1154958536840192,1753691581649,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,3,0,OUTGOING,9761708,0.1524655553213385,1753691581659,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,3,0,INCOMING,201631209,0.1524660584246162,1753691581862,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,115,6,OUTGOING,39041083,0.1524538057262373,1753691581900,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,43,49,OUTGOING,10392708,0.1524227529834914,1753691581910,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,14,1,OUTGOING,9131459,0.1526099351647769,1753691581919,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,18,50,OUTGOING,9510333,0.1525248044661273,1753691581929,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,10,2,OUTGOING,9114083,0.1525341089449428,1753691581938,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,90,12,OUTGOING,9275292,0.1525281077403695,1753691581947,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,8,OUTGOING,8968375,0.1525608121363331,1753691581956,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,63,1146,OUTGOING,9184042,0.1532912205187494,1753691581965,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,126,2,OUTGOING,10213416,0.1540335403085188,1753691581975,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,67,50,OUTGOING,8548334,0.1541423601681675,1753691581983,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,124,12,OUTGOING,8378583,0.1541561590980975,1753691581992,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,30,5,OUTGOING,8497583,0.1541508972240038,1753691582000,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,97,9,OUTGOING,8472542,0.1541457571582442,1753691582009,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,57,9,OUTGOING,8564958,0.1541570277409398,1753691582017,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,37,39,OUTGOING,8459292,0.1541039959380358,1753691582026,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,106,17,OUTGOING,8597167,0.1541201966150056,1753691582035,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,34,5,OUTGOING,8691708,0.1541406425768749,1753691582044,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,34,5,OUTGOING,8924417,0.154140997567567,1753691582052,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,34,5,OUTGOING,8654916,0.1541411365025932,1753691582061,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,52,OUTGOING,8453250,0.1541400700183937,1753691582069,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,5,OUTGOING,8694000,0.1541464145969198,1753691582078,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,76,2,OUTGOING,8623500,0.1541489626473525,1753691582087,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,95,19,OUTGOING,8711209,0.154118892667945,1753691582096,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,124,2,OUTGOING,8896416,0.1541140615559984,1753691582104,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,52,OUTGOING,8652959,0.1542135414707473,1753691582113,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,21,OUTGOING,8542250,0.1541888624420632,1753691582121,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,76,2,OUTGOING,8800583,0.154190715416524,1753691582131,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,1,52,OUTGOING,9316750,0.1542106402205943,1753691582140,772,vanilla
05bf52c6-7bb0-4f13-8951-0e1fd803df35,92,19,OUTGOING,8733583,0.1541893970421186,1753691582148,772,vanilla
